Transaction_ID,Customer_ID,Purchase_Date,Age,Gender,City,Employment,Monthly_Income,Purchase_Amount,Installments,Monthly_Installment,Remaining_Installments,Total_Remaining_Balance,Category,Store Name,Channel,Active_Contracts,DTI_Ratio,Delay_Days,Status,SIMAH_Status
TX00173,C0053,2024-08-25,53,Male,Dhahran,Employed,18829,2325,4,581.25,0,0,Beauty,Sephora,App,5,0.126,87,Missed,Delayed (Reported)
TX00174,C0178,2025-04-11,29,Female,Dammam,Employed,11137,3568,4,892,0,0,Fashion,Namshi,App,6,0.282,139,Late,Delayed (Reported)
TX00175,C0599,2024-01-18,60,Male,Riyadh,Employed,14000,1189,4,297.25,0,0,Electronics,General Store,Web,2,0.053,0,Paid on time,Not Reported
TX00176,C0612,2025-03-22,25,Female,Riyadh,Unemployed,2238,432,3,108,0,0,Fashion,Namshi,In-Store,7,1.255,198,Late,Defaulted (Blacklisted)
TX00177,C0511,2024-11-02,57,Female,Dammam,Self-employed,9557,878,4,219.5,0,0,Electronics,General Store,App,4,0.164,0,Paid on time,Not Reported
TX00178,C0800,2025-05-16,61,Female,Tabuk,Employed,22314,4973,4,1243.25,0,0,Groceries,Panda,App,6,0.157,0,Paid on time,Not Reported
TX00179,C0703,2025-02-02,52,Female,Dhahran,Employed,23358,4525,4,1131.25,0,0,Travel,Saudia Airlines,App,2,0.068,0,Paid on time,Not Reported
TX00180,C0544,2024-08-01,32,Male,Dammam,Employed,17803,2516,4,629,0,0,Fashion,Namshi,Web,1,0.035,0,Paid on time,Not Reported
TX00181,C0786,2024-04-06,63,Female,Jeddah,Employed,18677,4494,4,1123.5,0,0,travel,Saudia Airlines,Web,2,0.084,0,Paid on time,Not Reported
TX00182,C0145,2025-09-21,64,Female,Jazan,Self-employed,6543,1372,4,343,0,0,electronics,General Store,App,7,0.465,145,Missed,Delayed (Reported)
TX00183,C0449,2025-05-19,50,Male,Tabuk,Employed,19300,1503,4,375.75,0,0,Furniture,IKEA,App,3,0.066,0,Paid on time,Not Reported
TX00184,C0343,2025-10-19,23,Female,Medina,Employed,7494,2455,4,613.75,0,0,Fashion,Chanel,App,5,0.322,0,Paid on time,Not Reported
TX00185,C0255,2025-01-15,39,Female,Al Khobar,Employed,13153,459,4,114.75,0,0,electronics,General Store,App,3,0.077,0,Paid on time,Not Reported
TX00186,C0068,2025-08-08,63,Female,Riyadh,Employed,19233,3386,4,846.5,0,0,Electronics,General Store,App,2,0.067,0,Paid on time,Not Reported
TX00187,C0659,2025-02-09,41,Female,Dammam,Employed,10279,2336,4,584,0,0,Electronics,General Store,App,5,0.232,165,Missed,Delayed (Reported)
TX00188,C0152,2024-03-28,44,Female,Dammam,Employed,17953,1580,4,395,0,0,Travel,Saudia Airlines,Web,5,0.122,123,Missed,Delayed (Reported)
TX00189,C0341,2025-12-21,50,Male,Dhahran,Self-employed,13961,3666,4,916.5,2,1403,Fashion,Namshi,Web,2,0.098,0,Paid on time,Not Reported
TX00190,C0651,2024-08-27,34,Male,Hail,Employed,15056,1465,4,366.25,0,0,Fashion,Dior,App,1,0.024,0,Paid on time,Not Reported
TX00191,C0489,2025-01-08,28,Male,Abha,Employed,14197,2165,4,541.25,0,0,Beauty,Sephora,App,6,0.197,196,Late,Defaulted (Blacklisted)
TX00192,C0645,2025-04-26,25,Male,Riyadh,Self-employed,14311,4604,4,1151,0,0,Electronics,General Store,App,4,0.175,0,Paid on time,Not Reported
TX00193,C0476,2025-11-02,25,Female,Abha,Employed,5601,1850,4,462.5,1,134.5,Furniture,Home Centre,Web,2,0.163,0,Paid on time,Not Reported
TX00194,C0366,2025-11-07,39,Male,Najran,Employed,13765,876,4,219,1,389,groceries,Carrefour,In-Store,6,0.179,51,Late,Delayed (Reported)
TX00195,C0294,2025-08-07,56,Female,Jeddah,Employed,21189,4049,4,1012.25,0,0,electronics,General Store,App,3,0.09,0,Paid on time,Not Reported
TX00196,C0745,2024-02,40,Female,Al Khobar,Employed,19398,933,4,233.25,0,0,Electronics,General Store,App,1,0.012,0,Paid on time,Not Reported
TX00197,C0019,2025-11-02,23,Male,Najran,Employed,5192,1414,4,353.5,1,198.25,Furniture,IKEA,App,4,0.328,0,Paid on time,Not Reported
TX00198,C0681,2024-11-28,53,Male,Jeddah,Employed,21463,3449,4,862.25,0,0,Furniture,Abyat,In-Store,2,0.061,0,Paid on time,Not Reported
TX00199,C0717,2025-04-15,29,Male,Jeddah,Employed,8184,609,4,152.25,0,0,beauty,Nice One,App,4,0.184,0,Paid on time,Not Reported
TX00200,C0195,2025-09-01,26,Female,Riyadh,Self-employed,7917,942,4,235.5,0,0,Electronics,General Store,App,2,0.087,0,Paid on time,Not Reported
TX00201,C0334,2024-12-03,45,Female,Abha,Employed,20652,2589,4,647.25,0,0,Furniture,IKEA,Web,4,0.097,0,Paid on time,Not Reported
TX00202,C0326,2025-08-01,39,Female,Dammam,Employed,18478,3763,4,940.75,0,0,Travel,flynas,App,5,0.148,163,Missed,Delayed (Reported)
TX00203,C0516,2025-08-15,39,Male,Al Khobar,Unemployed,1194,280,3,70,0,0,Electronics,General Store,In-Store,4,1.189,57,Late,Delayed (Reported)
TX00204,C0540,2025-01-10,40,Male,Riyadh,Employed,19618,4482,4,1120.5,0,0,electronics,General Store,App,7,0.195,200,Missed,Defaulted (Blacklisted)
TX00205,C0066,2025-01-25,26,Female,riyadh,Employed,12740,4285,4,1071.25,0,0,beauty,Sephora,App,6,0.261,90,Late,Delayed (Reported)
TX00206,C0219,2025-09-21,36,Male,Riyadh_City,Employed,19867,1417,4,354.25,0,0,Furniture,IKEA,App,6,0.131,109,Missed,Delayed (Reported)
TX00207,C0773,2024-04-03,57,Male,Najran,Employed,20270,4586,4,1146.5,0,0,Electronics,General Store,App,4,0.123,0,Paid on time,Not Reported
TX00208,C0192,2025-02-01,28,Male,Jazan,Self-employed,12447,2255,3,563.75,0,0,Fashion,Chanel,App,5,0.19,186,Late,Defaulted (Blacklisted)
TX00209,C0274,2025-04-12,19,Female,Mecca,Employed,11941,3697,4,924.25,0,0,Electronics,General Store,In-Store,7,0.304,103,Late,Delayed (Reported)
TX00210,C0735,2025-05-03,24,Female,Riyadh,Student,11531,3893,3,973.25,0,0,Groceries,Othaim Markets,Web,2,0.123,0,Paid on time,Not Reported
TX00211,C0414,2024-10-06,48,Female,Mecca,Unemployed,1911,610,3,152.5,0,0,Groceries,Panda,App,5,1.022,145,Late,Delayed (Reported)
TX00212,C0312,2024-11-21,61,Male,Tabuk,Employed,23090,3343,4,835.75,0,0,Travel,flynas,In-Store,3,0.075,0,Paid on time,Not Reported
TX00213,C0116,2025-04-01,52,Female,Dhahran,Employed,16628,3031,4,757.75,0,0,electronics,General Store,App,7,0.208,45,Missed,Delayed (Reported)
TX00214,C0230,2024-10-02,57,Male,Jeddah,Employed,21735,1461,3,365.25,0,0,furniture,Home Centre,Web,3,0.058,0,Paid on time,Not Reported
TX00215,C0146,2025-07-28,45,Female,Jeddah,Self-employed,17320,650,4,162.5,0,0,Beauty,Faces,App,3,0.061,0,Paid on time,Not Reported
TX00216,C0361,2024-04-05,59,Female,Riyadh  ,Employed,21991,3655,4,913.75,0,0,Electronics,General Store,App,2,0.062,0,Paid on time,Not Reported
TX00217,C0110,2025-10-01,55,Female,Jeddah,Employed,19496,2105,4,526.25,0,0,Electronics,General Store,App,4,0.096,0,Paid on time,Not Reported
TX00218,C0187,2025-06-02,53,Female,Jeddah,Self-employed,16249,1992,4,498,0,0,Furniture,Abyat,App,3,0.086,0,Paid on time,Not Reported
TX00219,C0450,2024-01-14,60,Female,Dhahran,Employed,18484,2999,4,749.75,0,0,Furniture,Home Centre,Web,5,0.138,31,Late,Delayed (Reported)
TX00220,C0234,2024-09-25,28,Male,Abha,Employed,12885,1994,4,498.5,0,0,Fashion,Fendi,Web,5,0.178,33,Missed,Delayed (Reported)
TX00221,C0787,2025-01-20,20,Male,Dhahran,Student,7569,2011,4,502.75,0,0,Fashion,Chanel,App,2,0.126,0,Paid on time,Not Reported
TX00222,C0536,2025-08-23,43,Female,Buraidah,Employed,9384,1364,4,341,0,0,Electronics,General Store,Web,4,0.18,0,Paid on time,Not Reported
TX00223,C0544,2024-11-11,32,Male,Dammam,Employed,11153,3525,4,881.25,0,0,Fashion,Dior,App,2,0.119,0,Paid on time,Not Reported
TX00224,C0720,2025-11-18,40,Male,Medina,Employed,15416,387,4,96.75,1,651.25,Electronics,General Store,App,5,0.123,126,Late,Delayed (Reported)
TX00225,C0570,2024-05-10,59,Male,Dhahran,Employed,14420,1187,4,296.75,0,0,Electronics,General Store,App,1,0.021,0,Paid on time,Not Reported
TX00226,C0045,2025-04-24,41,Male,Riyadh,Employed,17477,3925,4,981.25,0,0,furniture,IKEA,App,7,0.211,0,Paid on time,Not Reported
TX00227,C0241,2025-12-22,25,Male,riyadh,Employed,4599,669,4,167.25,2,446,Electronics,General Store,App,4,0.33,0,Paid on time,Not Reported
TX00228,C0059,2025-03-24,49,Male,Jeddah,Unemployed,2364,251,3,62.75,0,0,electronics,General Store,App,6,0.978,130,Missed,Delayed (Reported)
TX00229,C0334,2025-11-05,45,Female,Abha,Employed,13392,1348,4,337,1,713.75,electronics,General Store,Web,2,0.059,0,Paid on time,Not Reported
TX00230,C0667,2025-04-03,32,Male,Al Khobar,Self-employed,18481,869,4,217.25,0,0,Travel,Almosafer,App,3,0.06,0,Paid on time,Not Reported
TX00231,C0269,2025-07-13,25,Female,Riyadh,Employed,5021,1704,3,426,0,0,Fashion,Dior,App,4,0.354,0,Paid on time,Not Reported
TX00232,C0762,2025-04-25,27,Male,Jeddah,Employed,8534,1373,3,343.25,0,0,Electronics,General Store,Web,4,0.198,0,Paid on time,Not Reported
TX00233,C0319,2025-08-20,24,Male,Riyadh  ,Student,10839,254,3,63.5,0,0,Groceries,Carrefour,App,7,0.255,200,Late,Defaulted (Blacklisted)
TX00234,C0468,2024-03-07,37,Male,Jeddah,Self-employed,6480,323,4,80.75,0,0,Electronics,General Store,In-Store,1,0.012,0,Paid on time,Not Reported
TX00235,C0415,2024-04-21,52,Female,Buraidah,Employed,24810,3793,4,948.25,0,0,Fashion,Mango,Web,1,0.038,0,Paid on time,Not Reported
TX00236,C0248,2024-08-09,22,Male,Jeddah,Student,8025,240,4,60,0,0,fashion,Centerpoint,App,2,0.064,0,Paid on time,Not Reported
TX00237,C0010,2025-12-15,51,Female,Dhahran,Employed,23659,1163,4,290.75,2,2053,Electronics,General Store,App,4,0.069,0,Paid on time,Not Reported
TX00238,C0433,2025-11-07,57,Female,riyadh,Employed,18476,1896,4,474,1,975.75,Electronics,General Store,App,2,0.05,0,Paid on time,Not Reported
TX00239,C0495,2025-03-18,32,Female,Buraidah,Self-employed,18585,4882,4,1220.5,0,0,Travel,Almosafer,In-Store,4,0.138,0,Paid on time,Not Reported
TX00240,C0287,2025-08-08,44,Male,Mecca,Self-employed,6049,1498,4,374.5,0,0,Beauty,Boots,App,7,0.508,63,Missed,Delayed (Reported)
TX00241,C0172,2025-08-22,50,Female,Yanbu,Self-employed,11086,3393,4,848.25,0,0,Electronics,General Store,Web,3,0.158,0,Paid on time,Not Reported
TX00242,C0730,2024-07-05,62,Male,Dammam,Self-employed,14006,3319,4,829.75,0,0,Electronics,General Store,App,1,0.059,0,Paid on time,Not Reported
TX00243,C0267,2025-11-12,59,Female,Tabuk,Self-employed,4211,493,3,123.25,1,195.5,Furniture,IKEA,App,6,0.564,132,Missed,Delayed (Reported)
TX00244,C0572,2025-04-24,52,Female,Riyadh,Employed,17857,3366,4,841.5,0,0,Travel,flyadeal,Web,2,0.072,0,Paid on time,Not Reported
TX00245,C0768,2024-08-19,42,Female,Dhahran,Employed,16582,2520,3,630,0,0,Furniture,Home Centre,Web,2,0.065,0,Paid on time,Not Reported
TX00246,C0486,2024-11-25,64,Male,Abha,Self-employed,18630,684,4,171,0,0,Electronics,General Store,App,3,0.057,0,Paid on time,Not Reported
TX00247,C0612,2025-03-22,25,Female,Riyadh,Unemployed,2556,569,3,142.25,0,0,Fashion,Fendi,App,3,0.408,0,Paid on time,Not Reported
TX00248,C0687,2025-09,31,Male,Dammam,Employed,17081,1151,4,287.75,0,0,Electronics,General Store,App,6,0.149,35,Missed,Delayed (Reported)
TX00249,C0428,2024-10-17,41,Female,Buraidah,Employed,17694,2838,4,709.5,0,0,Electronics,General Store,App,1,0.04,0,Paid on time,Not Reported
TX00250,C0664,2024-01-19,53,Male,Dammam,Employed,24413,2713,4,678.25,0,0,Furniture,IKEA,App,2,0.046,0,Paid on time,Not Reported
TX00251,C0280,2024-04-11,19,Female,Jeddah,Student,19315,1706,4,426.5,0,0,fashion,Fendi,App,2,0.045,0,Paid on time,Not Reported
TX00252,C0017,2024-11-03,48,Female,Riyadh,Self-employed,7905,1956,4,489,0,0,Electronics,General Store,App,1,0.062,0,Paid on time,Not Reported
TX00253,C0743,2024-02-07,21,Male,Riyadh,Student,7635,2381,4,595.25,0,0,Fashion,Herm�s,Web,2,0.137,0,Paid on time,Not Reported
TX00254,C0158,2025-11-11,18,Male,Dammam,Student,13403,1027,4,256.75,1,359.75,Beauty,Sephora,App,6,0.187,52,Late,Delayed (Reported)
TX00255,C0265,2025-01-12,60,Female,Jeddah,Employed,19127,3166,4,791.5,0,0,Furniture,Midas,In-Store,4,0.112,0,Paid on time,Not Reported
TX00256,C0564,2024-04-20,37,Female,Mecca,Employed,18763,3894,4,973.5,0,0,Electronics,General Store,App,1,0.052,0,Paid on time,Not Reported
TX00257,C0076,2024-06-22,21,Female,Jeddah,Student,12365,882,4,220.5,0,0,Fashion,Zara,In-Store,2,0.054,0,Paid on time,Not Reported
TX00258,C0748,2025-01-26,20,Male,Jeddah,Student,4847,1420,3,355,0,0,Electronics,General Store,Web,4,0.352,0,Paid on time,Not Reported
TX00259,C0718,2025-11-08,39,Female,Medina,Employed,16558,3621,4,905.25,1,812,Travel,flyadeal,App,5,0.163,51,Late,Delayed (Reported)
TX00260,C0749,2024-04-11,43,Female,Riyadh,Employed,12893,750,4,187.5,0,0,travel,flyadeal,App,3,0.084,0,Paid on time,Not Reported
TX00261,C0613,2025-05-07,25,Male,Abha,Employed,13528,1257,4,314.25,0,0,Fashion,Fendi,App,2,0.056,0,Paid on time,Not Reported
TX00262,C0597,2025-01-09,48,Male,Medina,Employed,21048,3118,4,779.5,0,0,Furniture,IKEA,App,3,0.08,0,Paid on time,Not Reported
TX00263,C0781,2025-04-25,42,Male,Dammam,Employed,10447,2096,4,524,0,0,Electronics,General Store,App,6,0.266,181,Missed,Defaulted (Blacklisted)
TX00264,C0336,2025-08-02,24,Female,Al Khobar,Employed,14385,1605,4,401.25,0,0,Fashion,H&M,App,6,0.184,150,Missed,Delayed (Reported)
TX00265,C0264,2024-06-28,22,Male,Mecca,Employed,9691,2044,4,511,0,0,Beauty,Faces,App,1,0.053,0,Paid on time,Not Reported
TX00266,C0760,2024-11-18,58,Male,Yanbu,Employed,20302,3493,4,873.25,0,0,Furniture,Abyat,App,4,0.11,0,Paid on time,Not Reported
TX00267,C0017,2024-03-24,48,Female,Riyadh,Self-employed,10944,2564,3,641,0,0,Fashion,Fendi,App,1,0.059,0,Paid on time,Not Reported
TX00268,C0252,2025-12-09,52,Male,Al-Jubail,Employed,18801,1316,4,329,2,1165,Furniture,IKEA,App,4,0.089,0,Paid on time,Not Reported
TX00269,C0702,2025-04-12,30,Female,Riyadh,Employed,11842,3073,4,768.25,0,0,Fashion,Chanel,App,6,0.255,34,Late,Delayed (Reported)
TX00270,C0615,2025-03-22,18,Male,RIYADH,Student,19327,1635,3,408.75,0,0,Groceries,Othaim Markets,App,5,0.114,0,Paid on time,Not Reported
TX00271,C0287,2025-02-18,44,Male,Mecca,Self-employed,15104,266,4,66.5,0,0,Fashion,Namshi,App,6,0.153,183,Missed,Defaulted (Blacklisted)
TX00272,C0715,2024-02-14,20,Male,Al-Jubail,Student,7891,1526,3,381.5,0,0,Groceries,Panda,App,2,0.105,0,Paid on time,Not Reported
TX00273,C0282,2024-09-15,62,Male,Medina,Employed,24315,903,4,225.75,0,0,Electronics,General Store,In-Store,1,0.009,0,Paid on time,Not Reported
TX00274,C0171,2025-04-04,65,Male,Al-Ahsa,Unemployed,1903,368,4,92,0,0,Groceries,Danube,App,5,0.994,193,Late,Defaulted (Blacklisted)
TX00275,C0188,2025-04-03,53,Female,Jeddah,Employed,14146,1265,4,316.25,0,0,Furniture,Abyat,In-Store,7,0.213,141,Late,Delayed (Reported)
TX00276,C0520,2024-11-23,60,Female,Medina,Employed,21360,2116,3,529,0,0,electronics,General Store,Web,3,0.067,0,Paid on time,Not Reported
TX00277,C0698,2025-08-18,39,Female,Jeddah,Self-employed,17570,3206,4,801.5,0,0,Beauty,Faces,App,3,0.097,0,Paid on time,Not Reported
TX00278,C0320,2025-02-01,47,Male,Jeddah,Employed,19610,2438,4,609.5,0,0,Electronics,General Store,App,7,0.169,0,Paid on time,Not Reported
TX00279,C0011,2024-02-08,27,Female,Mecca,Employed,6793,838,4,209.5,0,0,Travel,flynas,App,3,0.163,0,Paid on time,Not Reported
TX00280,C0316,2025-08-25,38,Male,Mecca,Employed,19493,537,4,134.25,0,0,Electronics,General Store,App,7,0.145,177,Missed,Delayed (Reported)
TX00281,C0346,2024-08-02,26,Female,Jazan,Employed,9906,2219,4,554.75,0,0,Beauty,Sephora,App,3,0.147,0,Paid on time,Not Reported
TX00282,C0184,2025-07-11,64,Male,Riyadh,Self-employed,9546,717,3,179.25,0,0,Fashion,Fendi,Web,6,0.254,66,Late,Delayed (Reported)
TX00283,C0604,2025-11-23,46,Male,Buraidah,Self-employed,11980,245,4,61.25,1,754.75,Fashion,Fendi,App,7,0.23,145,Missed,Delayed (Reported)
TX00284,C0328,2024-02-12,45,Male,riyadh,Employed,13881,443,4,110.75,0,0,travel,flynas,App,5,0.138,63,Missed,Delayed (Reported)
TX00285,C0603,2024-09-02,18,Female,Buraidah,Employed,10220,963,4,240.75,0,0,electronics,General Store,App,1,0.024,0,Paid on time,Not Reported
TX00286,C0535,2025-05-13,46,Female,Mecca,Self-employed,16256,2153,4,538.25,0,0,Electronics,General Store,App,4,0.116,0,Paid on time,Not Reported
TX00287,C0449,2024-03-15,50,Male,Tabuk,Employed,17707,2879,4,719.75,0,0,Furniture,IKEA,In-Store,4,0.117,0,Paid on time,Not Reported
TX00288,C0283,2024-11-04,28,Male,Jeddah,Employed,5727,1102,4,275.5,0,0,Fashion,Dior,App,5,0.362,89,Missed,Delayed (Reported)
TX00289,C0707,2025-07-20,58,Male,Al Khobar,Employed,15878,431,4,107.75,0,0,Furniture,Midas,App,5,0.12,108,Missed,Delayed (Reported)
TX00290,C0301,2025-11-20,47,Male,Jazan,Employed,20679,3482,4,870.5,1,931,electronics,General Store,Web,5,0.129,200,Missed,Defaulted (Blacklisted)
TX00291,C0452,2025-07-03,31,Female,Riyadh,Employed,16516,1459,3,364.75,0,0,Electronics,General Store,App,5,0.131,150,Missed,Delayed (Reported)
TX00292,C0732,2025-04-11,38,Female,Jeddah,Employed,18145,1942,4,485.5,0,0,fashion,Fendi,App,5,0.126,154,Missed,Delayed (Reported)
TX00293,C0377,2024-08-07,53,Male,Al-Ahsa,Employed,20071,4829,4,1207.25,0,0,fashion,Chanel,App,3,0.105,0,Paid on time,Not Reported
TX00294,C0387,2025-08-01,57,Male,Medina,Employed,15210,534,4,133.5,0,0,Beauty,Sephora,App,5,0.127,0,Paid on time,Not Reported
TX00295,C0568,2024-04-11,30,Male,Dammam,Employed,14504,3900,4,975,0,0,Fashion,Centerpoint,App,2,0.098,0,Paid on time,Not Reported
TX00296,C0279,2024-11-13,52,Male,Riyadh,Employed,22192,3989,4,997.25,0,0,Fashion,Fendi,App,3,0.085,0,Paid on time,Not Reported
TX00297,C0177,2025-11-27,46,Male,RIYADH,Employed,13644,572,4,143,1,219,Furniture,IKEA,Web,2,0.043,0,Paid on time,Not Reported
TX00298,C0398,2024-08-05,57,Male,Jeddah,Employed,18869,3199,4,799.75,0,0,Fashion,Centerpoint,App,1,0.042,0,Paid on time,Not Reported
TX00299,C0208,2025-09-25,25,Female,Jazan,Employed,6973,412,3,103,0,0,dining,Maestro Pizza,App,7,0.402,36,Late,Delayed (Reported)
TX00300,C0365,2025-03-03,24,Female,Tabuk,Student,12528,3867,4,966.75,0,0,Beauty,Sephora,Web,3,0.149,0,Paid on time,Not Reported
TX00301,C0241,2025-04-28,25,Male,riyadh,Employed,12664,2369,4,592.25,0,0,electronics,General Store,App,7,0.26,210,Late,Defaulted (Blacklisted)
TX00302,C0280,2025-11-12,19,Female,Jeddah,Student,15168,4128,4,1032,1,313,beauty,Nice One,In-Store,5,0.187,40,Late,Delayed (Reported)
TX00303,C0699,2024-03-07,34,Female,Al-Kharj,Employed,14612,4639,4,1159.75,0,0,furniture,IKEA,App,5,0.203,74,Missed,Delayed (Reported)
TX00304,C0254,2024-04-03,31,Male,Al-Ahsa,Self-employed,16835,3854,4,963.5,0,0,Electronics,General Store,App,1,0.057,0,Paid on time,Not Reported
TX00305,C0445,2025-08-04,38,Male,Riyadh,Employed,13932,958,4,239.5,0,0,Electronics,General Store,App,2,0.049,0,Paid on time,Not Reported
TX00306,C0667,2025-12-17,32,Male,Al Khobar,Self-employed,13973,4804,4,1201,2,751,Electronics,General Store,Web,7,0.279,56,Missed,Delayed (Reported)
TX00307,C0257,2025-08-14,27,Female,Dammam,Self-employed,13542,2387,4,596.75,0,0,fashion,Zara,App,4,0.144,0,Paid on time,Not Reported
TX00308,C0238,2024-11-25,24,Female,Dammam,Student,16433,4362,3,1090.5,0,0,Groceries,Carrefour,App,4,0.149,0,Paid on time,Not Reported
TX00309,C0327,2025-11-01,50,Female,RIYADH,Employed,22395,2481,4,620.25,1,527,furniture,Midas,App,6,0.128,104,Late,Delayed (Reported)
TX00310,C0479,2024-02-27,40,Female,Mecca,Employed,13575,1675,4,418.75,0,0,electronics,General Store,App,2,0.064,0,Paid on time,Not Reported
TX00311,C0258,2025-04-01,34,Male,RIYADH,Unemployed,1123,380,3,95,0,0,Beauty,Faces,App,5,1.687,168,Missed,Delayed (Reported)
TX00312,C0279,2025-04-02,52,Male,Riyadh  ,Employed,18078,736,4,184,0,0,Furniture,IKEA,App,6,0.135,109,Missed,Delayed (Reported)
TX00313,C0381,2024-04-15,65,Female,Al Khobar,Employed,19428,2108,4,527,0,0,Electronics,General Store,App,5,0.12,107,Missed,Delayed (Reported)
TX00314,C0036,2025-12-13,49,Male,Dhahran,Employed,17688,2574,4,643.5,2,630,electronics,General Store,App,5,0.138,44,Missed,Delayed (Reported)
TX00315,C0633,2024-02-26,63,Female,Jeddah,Employed,22242,1517,4,379.25,0,0,Electronics,General Store,App,4,0.078,0,Paid on time,Not Reported
TX00316,C0293,2025-11-05,60,Male,Yanbu,Employed,13980,2512,4,628,1,914.5,Furniture,IKEA,App,5,0.174,173,Late,Delayed (Reported)
TX00317,C0218,2024-10-16,37,Female,Tabuk,Employed,11003,2604,4,651,0,0,Groceries,Carrefour,App,3,0.141,0,Paid on time,Not Reported
TX00318,C0660,2024-06-16,29,Male,Buraidah,Self-employed,16814,4421,4,1105.25,0,0,electronics,General Store,App,5,0.173,126,Missed,Delayed (Reported)
TX00319,C0462,2024-11-25,40,Male,Dammam,Employed,12574,3467,4,866.75,0,0,Electronics,General Store,App,2,0.105,0,Paid on time,Not Reported
TX00320,C0509,2024-08-04,39,Female,Al-Baha,Employed,19027,4837,4,1209.25,0,0,Beauty,Nice One,Web,3,0.111,0,Paid on time,Not Reported
TX00321,C0202,2024-08-15,55,Male,Jeddah,Employed,24240,1446,4,361.5,0,0,furniture,Abyat,App,1,0.015,0,Paid on time,Not Reported
TX00322,C0732,2024-08-01,38,Female,Jeddah,Employed,8551,2858,4,714.5,0,0,Beauty,Faces,App,5,0.294,176,Missed,Delayed (Reported)
TX00323,C0314,2025-09-11,20,Male,Hail,Student,12579,1644,4,411,0,0,Fashion,Herm�s,App,2,0.068,0,Paid on time,Not Reported
TX00324,C0005,2024-08,57,Female,Dhahran,Employed,14115,4819,4,1204.75,0,0,electronics,General Store,App,1,0.085,0,Paid on time,Not Reported
TX00325,C0165,2025-09-01,54,Male,Riyadh,Employed,13448,2853,3,713.25,0,0,electronics,General Store,App,7,0.254,121,Missed,Delayed (Reported)
TX00326,C0410,2025-05-18,62,Female,Mecca,Unemployed,1511,280,3,70,0,0,Fashion,Herm�s,App,6,1.535,100,Missed,Delayed (Reported)
TX00327,C0293,2024-08-05,60,Male,Yanbu,Employed,23460,682,4,170.5,0,0,Furniture,Home Centre,App,2,0.026,0,Paid on time,Not Reported
TX00328,C0490,2025-08-11,36,Male,Riyadh  ,Employed,13426,1723,4,430.75,0,0,fashion,Zara,App,2,0.066,0,Paid on time,Not Reported
TX00329,C0443,2025-11-24,49,Male,Dammam,Employed,14904,1977,4,494.25,1,337.5,Electronics,General Store,App,3,0.094,0,Paid on time,Not Reported
